types,name,address,city,state,phone,twitter_name,facebook_page_id
restaurants,Mitzee Cafe,721 S Central Ave,Glendale,CA,(818) 243-8078
restaurants,Byul Gobchang,3819 W 6th St,Los Angeles,CA,(213) 739-0321
restaurants,Man Kang,356 S Western Ave,Los Angeles,CA,(213) 739-8456
restaurants,Western Doma Noodles,429 N Western Ave,Los Angeles,CA,(323) 871-1955
restaurants,Don Day,300 S Hobart Blvd,Los Angeles,CA,(213) 380-9292
restaurants,Han Bat Sul Lung Tang,4163 W 5th St,Los Angeles,CA,(213) 383-9499
restaurants,Sun Ha Jang,4032 W. Olympic Boulevard.,Los Angeles,CA,(323) 634-9292
restaurants,Jun Won Restaurant,3100 W 8th St,Los Angeles,CA,(213) 383-8855
restaurants,Ham Ji Park,3407 W 6th St,Los Angeles,CA,(213) 365-8773
restaurants,Olympic Noodle,4008 W Olympic Blvd,Los Angeles,CA,(323) 931-0007
restaurants,Ham Ji Park,4135 W Pico Blvd,Los Angeles,CA,(323) 733-8333
restaurants,Hwa Sun Ji Tea & Coffee,3960 Wilshire Blvd,Los Angeles,CA,(213) 382-5302
restaurants,Yu Chun Chic Naeng Myun,3185 W Olympic Blvd,Los Angeles,CA,(213) 382-3815
restaurants,Naegohyang Restaurant,3516 W 8th St,Los Angeles,CA,(213) 381-0022
restaurants,Myung In Dumplings,3109 W Olympic Blvd,Los Angeles,CA,(213) 381-3568
restaurants,Gam Ja Gol,3003 W Olympic Blvd,Los Angeles,CA,(213) 381-6446
restaurants,Mirak,1134 S Western Ave,Los Angeles,CA,(323) 732-7577
restaurants,Surawon,2833 W Olympic Blvd,Los Angeles,CA,(213) 383-7317
restaurants,E-Moon Oak Restaurant,869 S Western Ave,Los Angeles,CA,(213) 387-8899
restaurants,Poong Nyun Bakery,928 S Western Ave,Los Angeles,CA,(213) 386-6630
restaurants,Nam Won Gol,3623 W Pico Blvd,Los Angeles,CA,(323) 733-5700
restaurants,Yangmani,2561 W Olympic Blvd,Los Angeles,CA,(213) 249-9292
restaurants,Toad House,4503 Beverly Blvd,Los Angeles,CA,(323) 460-7037
restaurants,Beverly Soon Tofu Restaurant,2717 W Olympic Blvd,Los Angeles,CA,(213) 380-1113
restaurants,Kobawoo House,698 S Vermont Ave,Los Angeles,CA,(213) 389-7300
restaurants,Ttu Rak,125 N Western Ave,Los Angeles,CA,(323) 960-0037
restaurants,Ssang Kogi Nara,3416 W Washington Blvd,Los Angeles,CA,(323) 731-5292
restaurants,Gui Il Bun Ji BBQ Restaurant,3055 W 7th St,Los Angeles,CA,(213) 380-6606
restaurants,Gok Jee Catering,170 S Western Ave,Los Angeles,CA,(213) 480-1800
restaurants,Gonjiam,4653 Beverly Blvd,Los Angeles,CA,(323) 469-4648
restaurants,Corner Place,2819 James M Wood Blvd,Los Angeles,CA,(213) 487-0968
restaurants,So Kong Dong,2716 W Olympic Blvd,Los Angeles,CA,(213) 380-3737
restaurants,Chunju Han-il Kwan,3450 W 6th St,Los Angeles,CA,(213) 480-1799
restaurants,Shik Do Rak,100 S Western Ave,Los Angeles,CA,(213) 384-4148
restaurants,Ondal 2,4566 W Washington Blvd,Los Angeles,CA,(323) 933-3228
restaurants,East Wind,10800 W Pico Blvd,Los Angeles,CA,(310) 446-1642
restaurants,Ma Bang,3189 1/2 W Olympic Blvd,Los Angeles,CA,(213) 380-7070
restaurants,Ten-Raku,4177 W 3rd St,Los Angeles,CA,(213) 380-8382
restaurants,Hae Jang Chon Korean BBQ Restaurant,3821 W 6th St,Los Angeles,CA,(213) 389-8777
restaurants,Meat Korean BBQ,3377 W Olympic Blvd,Los Angeles,CA,(323) 732-9292,KTownMeatery,259099897448869
restaurants,Mountain Café,3064 W 8th St,Los Angeles,CA,(213) 487-7615
restaurants,Soot Bull Jeep,3136 W 8th St,Los Angeles,CA,(213) 387-3865
restaurants,Kim's Kitchen,1229 E Colorado St,Glendale,CA,(818) 507-1185
restaurants,CHAM Korean Bistro,851 Cordova St,Pasadena,CA,(626) 792-2474
restaurants,Chung Ki Wa,3545 W Olympic Blvd,Los Angeles,CA,(323) 737-0809
restaurants,Yang San Bak,3601 W 6th St,Los Angeles,CA,(213) 365-9689
restaurants,Dwitgolmok Daepojip A.k.a. Dgm,3101 W 8th St,Los Angeles,CA,(213) 388-0067
restaurants,Feng Mao Mutton Kebab,3901 W Olympic Blvd,Los Angeles,CA,(323) 935-1099
restaurants,Wando Fish BBQ Restaurant,357 S Western Ave,Los Angeles,CA,(213) 738-7927
restaurants,Dan Sung Sa,3317 W 6th St,Los Angeles,CA,(213) 487-9100,,145710342164360
restaurants,Cho Dang Tofu and BBQ,2043 Verdugo Blvd,Montrose,CA,(818) 249-2182
restaurants,Mapo Kkak Doo Gee Restaurant,3611 W 6th St,Los Angeles,CA,(213) 736-6668
restaurants,Galleria Market,440 S Vermont Ave,Los Angeles,CA,(213) 427-6266
restaurants,Soban,4001 W Olympic Blvd,Los Angeles,CA,(323) 936-9106
restaurants,Young Dong Restaurant,3828 Wilshire Blvd,Los Angeles,CA,(213) 386-3729
restaurants,Kanpai,600 S New Hampshire Ave,Los Angeles,CA,(213) 385-0521
restaurants,Heu,3959 Wilshire Blvd,Los Angeles,CA,(213) 386-8001
restaurants,Chin Go Gae,3063 W 8th St,Los Angeles,CA,(213) 480-8071
restaurants,Miljip Noodle House,4003 Wilshire Blvd,Los Angeles,CA,(213) 389-2818
restaurants,Seoul Soondae House Two,928 S Western Ave,Los Angeles,CA,(213) 739-0606
restaurants,O Jang Dong,4032 W Olympic Blvd,Los Angeles,CA,(323) 634-9292
restaurants,Chugajip,3602 W 3rd St,Los Angeles,CA,(213) 380-6455
restaurants,Gui Rim Korean BBQ,3977 W 6th St,Los Angeles,CA,(213) 387-5459
restaurants,Kkol-Tong,865 S Vermont Ave,Los Angeles,CA,(213) 388-3880
restaurants,Castle BBQ,473 N Western Ave,Los Angeles,CA,(323) 467-3813
restaurants,The Prince,3198 1/2 W 7th St,Los Angeles,CA,(213) 389-1586
restaurants,Cafe Home,3377 Wilshire Blvd,Los Angeles,CA,(213) 383-0102
restaurants,Nakzi Village,4177 W 3rd St,Los Angeles,CA,(213) 380-8382
restaurants,Seoul Cham Soot BBQ,2139 Foothill Blvd,La Canada Flintridge,CA,(818) 248-9958
restaurants,Baek Ha Chong,3929 W Olympic Blvd,Los Angeles,CA,(323) 935-5554
restaurants,Star B.B.Q,601 S Ardmore Ave,Los Angeles,CA,(213) 389-9292
restaurants,Curry Hyang,3068 W 8th St,Los Angeles,CA,(213) 389-0800
restaurants,Don Daegi,300 S Hobart Blvd,Los Angeles,CA,(213) 427-9292
restaurants,YongSuSan Restaurant,950 S Vermont Ave,Los Angeles,CA,(213) 388-3042
restaurants,Yang Pyung Seoul,361 S Western Ave,Los Angeles,CA,(213) 252-2233
restaurants,LA Omogari,901 S Western Ave,Los Angeles,CA,(323) 734-4500
restaurants,DGM - DwitGolMok,3275 Wilshire Blvd,Los Angeles,CA,(213) 382-8432
restaurants,Moo Bong Ri,2949 W Olympic Blvd,Los Angeles,CA,(213) 387-1600
restaurants,LA Korea,Farmer's Market,Los Angeles,CA,(323) 936-3930
restaurants,Koreatown Plaza Food Corner,928 S Western Ave,Los Angeles,CA,,KoreatownPlaza,KoreatownPlaza
restaurants,Pao Jao Dumpling House,928 S Western Ave,Los Angeles,CA,(213) 385-1881
restaurants,Ham Hung,809 S Ardmore Ave,Los Angeles,CA,(213) 381-1520
restaurants,BCD Tofu House,869 S Western Ave,Los Angeles,CA,(213) 380-3807,bcdtofuhouse,bcdtofuhouse
restaurants,Yellow House Cafe,234 S Oxford Ave,Los Angeles,CA,(213) 365-0820
restaurants,Lotte Market,2135 Foothill Blvd,La Canada,CA,(818) 957-8184
restaurants,Seoul Hae Jang Kook,955 S Vermont Ave,Los Angeles,CA,(213) 384-9010
restaurants,O Dae San,2889 W Olympic Blvd,Los Angeles,CA,(213) 383-9800
restaurants,Sool Dogg Restaurant,401 S Vermont Ave,Los Angeles,CA,(213) 382-5430
restaurants,Chung Dam Jogae,Chapman Plaza,Los Angeles,CA,
restaurants,Town Noodle,928 S Western Ave,Los Angeles,CA,(213) 388-5280
restaurants,Ma Dang Sae Korean BBQ,901 S Vermont Ave,Los Angeles,CA,(213) 381-9292
restaurants,Bos,621 S Western Ave,Los Angeles,CA,(213) 386-9999
restaurants,Caffe Village,3464 W 8th St,Los Angeles,CA,(213) 388-8818
restaurants,Al Bae Ne,3470 W 6th St,Los Angeles,CA,(213) 388-1105
restaurants,Chil Bo Myun Ok,3680 W 6th St,Los Angeles,CA,(213) 387-9292
restaurants,Zzamong,4255 W 3rd St,Los Angeles,CA,(213) 739-2747
restaurants,Nak Won House,1001 S Vermont Ave,Los Angeles,CA,(213) 388-8889
restaurants,Orange,3500 W 6th St,Los Angeles,CA,(213) 388-8005
restaurants,Kang Nam,4103 W Olympic Blvd,Los Angeles,CA,(323) 937-1070
restaurants,Shikdorak,100 S Western Ave,Los Angeles,CA,
restaurants,O Jang Dong Ham Hung Myun Ok,980 S San Pedro St,Los Angeles,CA,(213) 627-8282
restaurants,NB Cafe & Karaoke,608 S New Hampshire Ave,Los Angeles,CA,(213) 384-3789
restaurants,So Kong Dong,3470 W 6th St,Los Angeles,CA,(213) 389-1200
restaurants,Bann Lounge,621 S Western Ave,Los Angeles,CA,(213) 384-2244
restaurants,Young Kyung,3100 W Olympic Blvd,Los Angeles,CA,(213) 487-6154
restaurants,Corner House Cafe,301 S Western Ave,Los Angeles,CA,
restaurants,Kogi,,Los Angeles,CA,(323) 315-0253,kogibbq,69270921928
restaurants,Tri-ce,4253 W 3rd St,Los Angeles,CA,(213) 399-3330
restaurants,Chungwa Kall Gook,Koreatown Plaza,Los Angeles,CA,
restaurants,Tofuya BBQ,11267 National Blvd,Los Angeles,CA,(310) 477-6075
restaurants,Mom's House,3126 W 8th St,Los Angeles,CA,(213) 480-8625
restaurants,Shin Chon Sul-Lung-Tang,923 S Vermont Ave,Los Angeles,CA,(213) 365-8886
restaurants,Moodaepo II,3014 W 7th St,Los Angeles,CA,(213) 381-9990
restaurants,Won jo Kokerang Agurang,474 N Western Ave,Los Angeles,CA,
restaurants,Jongno Pocha,414 S Western Ave D,Los Angeles,CA,(213) 252-0052
restaurants,Hyun Poong Gom Tang,244 S Oxford Ave,Los Angeles,CA,(213) 480-3130
restaurants,Ham Kyung DO,"955 S Vermont Ave, Ste A",Los Angeles,CA,(213) 388-2013
restaurants,Red Pepper Korean Restaurant,3012 Wilshire Blvd,Los Angeles,CA,(213) 427-9897
restaurants,Koffea,610 S Berendo St,Los Angeles,CA,(213) 427-1441
restaurants,I Love Tofu & BBQ,126 N Brand Blvd,Glendale,CA,(818) 242-0505
restaurants,Keungama Tofu House,3020 Wilshire Blvd,Los Angeles,CA,(213) 387-5334
restaurants,MaDang 621,621 S Western Ave,Los Angeles,CA,(213) 384-2244
restaurants,Yasiknara,530 S Occidental Blvd,Los Angeles,CA,(213) 365-9999
restaurants,Wal Mae Restaurant,1101 S Vermont Ave,Los Angeles,CA,(213) 382-8884
restaurants,The Red,3377 Wilshire Blvd,Los Angeles,CA,(213) 480-1223
restaurants,La Presso Cafe,3020 Wilshire Blvd,Los Angeles,CA,(213) 384-4700
restaurants,Jujunbury,450 S Western Ave,Los Angeles,CA,
restaurants,Grilled Restaurant,818 Wilshire Blvd,Los Angeles,CA,(213) 614-8833
restaurants,Chicken Day,301 S Western Ave,Los Angeles,CA,(213) 387-9933
restaurants,Rotex Yesoo Restaurant,3411 W Olympic Blvd,Los Angeles,CA,(323) 734-1214
restaurants,ISO Fusion Cafe,1108 Gayley Ave,Los Angeles,CA,(310) 824-1268
restaurants,Saek Dong Juh Gori,4083 W 3rd St,Los Angeles,CA,(213) 368-0888
restaurants,Flame Broiler,8730 S Sepulveda Blvd,Los Angeles,CA,(310) 670-6279
restaurants,Touhmi,3500 W 6th St,Los Angeles,CA,(213) 368-1388
restaurants,2nd Annual LA Korean BBQ Cookoff,3600 Wilshire Blvd.,Los Angeles,CA,
restaurants,Mannaria,3250 W Olympic Blvd,Los Angeles,CA,(323) 733-0055
restaurants,KyoChon,3833 W 6th St,Los Angeles,CA,(213) 739-9292,kyochonny
restaurants,Yoo's King Dumpling,698 Irolo St,Los Angeles,CA,(213) 480-1289
restaurants,New Seoul Restaurant,2666 W Olympic Blvd,Los Angeles,CA,(213) 381-6524
restaurants,Bongsoo Korean Chinese Restaurant,2500 W 8th  St,Los Angeles,CA,(213) 382-1106
restaurants,Roller Rice,517 E Olympic Blvd,Los Angeles,CA,(213) 623-8866
restaurants,Pao Jao Dumpling House,735 E 12th St,Los Angeles,CA,(213) 746-7701
restaurants,Jihwaja,1219 Wall St,Los Angeles,CA,(213) 884-6114
restaurants,Myeoung Dong Cutlet,698 S Vermont Ave,Los Angeles,CA,(213) 365-2200
restaurants,Han Yang Galbi,3429 W 8th Street,Los Angeles,CA,(213) 385-9292
restaurants,Kaju Udon Corner,450 S Western Ave,Los Angeles,CA,
restaurants,Green Chopsticks,625 S Palm Ave,Alhambra,CA,(626) 284-3640
restaurants,Flame Broiler,2335 E  Colorado Blvd,Pasadena,CA,(626) 405-8888
restaurants,SaeByuckZip,3465 W 6th St,Los Angeles,CA,(213) 388-6800
restaurants,Chuncheon Dakgalbi-Chicken Kalbi,703 S Vermont Ave,Los Angeles,CA,(213) 388-0285
restaurants,Cafe Theater,301 S Western Ave,Los Angeles,CA,(213) 380-7300
restaurants,Gul Hyang,528 S Western Ave,Los Angeles,CA,(213) 384-5747
restaurants,Halmoni Grandmas Dukbokki,322 E Pico Blvd,Los Angeles,CA,(213) 749-4149
restaurants,Korean BBQ House,323 E 1st St,Los Angeles,CA,(213) 680-1826
restaurants,Bibigo,1091 Broxton Ave,Los Angeles,CA,(310) 824-0011
restaurants,Hodori Restaurant,1001 S Vermont Ave,Los Angeles,CA,(213) 383-3554
restaurants,Surak San Korean Restaurant,4003 Wilshire Blvd,Los Angeles,CA,(213) 389-2818
restaurants,Jinju Gom Tang & Seo Muri Gook Bap,361 S Western Ave,Los Angeles,CA,(213) 385-1500
restaurants,Seoul Restaurant,312 N Brand Blvd,Glendale,CA,(818) 247-6955
restaurants,YiGaJu,600 S New Hampshire Ave,Los Angeles,CA,(213) 385-0151
restaurants,Wharo Korean Charcoal BBQ,4029 Lincoln Blvd,Marina Del Rey,CA,(310) 578-7114
restaurants,Momo Korean BBQ,1720 S Soto St,Los Angeles,CA,(323) 268-5225
restaurants,Bongsunga Hakdang,3950 Wilshire Blvd,Los Angeles,CA,(213) 383-3373
restaurants,General Cow Korean BBQ,480 N Western Ave,Los Angeles,CA,(323) 465-6707
restaurants,Jangchung-Dong Wong Jokbal,425 S Western Ave Ste E,Los Angeles,CA,(213) 386-3535
restaurants,Oh Jang Dong,2897 W Olympic Blvd,Los Angeles,CA,(213) 381-7965
restaurants,Hwangari Bajirak Kalguksu,3470 W 6th St,Los Angeles,CA,(213) 388-2326
restaurants,L.A. Omagari,901 S Western Avenue,Los Angeles,CA,(310) 734-4500
restaurants,E-Wha Garden Restaurant,Garden Suites Hotel,Los Angeles,CA,(213) 383-0000
restaurants,Belly Time,3012 Wilshire Blvd,Los Angeles,CA,(213) 382-2804
restaurants,Hae Juk,4251 W 3rd St,Los Angeles,CA,(213) 385-7147
restaurants,Naeng Nara,833 S Western Ave,Los Angeles,CA,(213) 365-1699
restaurants,Arirang Restaurant,954 S Norton Ave,Los Angeles,CA,(323) 937-7343
